gene	p
C1ORF167	0.808875488088096
KIAA1797	0.808918550028476
SYNPO2	0.808946413636957
NDUFS8	0.808967944607146
AMFR	0.808971744190121
SFRS5	0.809005096085121
LOC648237	0.809041825387209
LOC100288431	0.809134281906259
ADPGK	0.809196341761512
KRT8P23	0.809196341761512
LRRC6	0.809209007038094
RPS3AP12	0.809244047636638
NCBP2	0.809365212115941
OR8T1P	0.809423050212333
PIGK	0.80956321260651
GNB4	0.809583477049041
CCDC150	0.809585165752586
RPL18P8	0.809602897139801
BRUNOL6	0.809618517647585
CYTIP	0.809630338572395
GCM1	0.809632871627712
C12ORF50	0.80965566912556
CKAP2L	0.809690287548218
PRKAR1A	0.809718573332585
LOC100128733	0.809747703468724
OR52Z1	0.809880688872837
ICOSLG	0.809900953315368
DIRC3	0.809908552481318
DMGDH	0.809928394747963
RNF219	0.810011141221634
PIM1	0.810034360895368
LOC100288544	0.810077000659861
VASH2	0.810086288529354
ACCN4	0.810120484776127
CDC42EP4	0.810200276018594
LOC100131457	0.81026529110505
TRERF1	0.810288510778784
DUSP16	0.810315952211378
NAT13	0.810443027153086
LOC157381	0.810516063581377
TCTE1	0.810549415476377
TRIML2	0.810571368622453
RASSF9	0.81062329625644
DEC1	0.81064693810606
OR2F1	0.810730106755616
CCDC18	0.810766413881819
CTSZ	0.810774013047768
WDR25	0.810788367027894
LOC100288668	0.810800610128591
C9ORF3	0.810814541932831
FTHL4	0.81081791933992
CYCSP12	0.810866469566818
LOC100288077	0.810928951597957
BAHD1	0.810943305578083
LOC100129655	0.810982145759602
CARM1L	0.810988478397893
LOC100128374	0.811052649132576
SPRED2	0.811064470057386
LOC645744	0.811137928661563
DEFB1	0.811151438289917
CAP1	0.811237984346562
TRPM6	0.811296244618841
SNX16	0.811354927067005
CUL4A	0.81139841118327
PCDH8	0.811438095716561
TAS2R20	0.811529707883839
KIAA0513	0.811550816678143
LOC100128074	0.81155968237175
MYH4	0.811632296624155
ANXA2P3	0.811665226343269
GNAO1	0.811702799997129
CD160	0.811747550641053
ETV3	0.811765704204154
IGHV3-75	0.811790612581432
GPR125	0.811797789571496
PGRMC2	0.811797789571496
TFG	0.811897423080609
CYP2F1	0.811956527704659
SCAMP3	0.812002122700355
SGSH	0.81204349593719
BCAR1	0.812077270008076
MGC34800	0.812118643244911
CEP68	0.812287935775227
SLC25A34	0.812414588541049
CIDEC	0.812422609882884
PRELID1	0.812436963863011
CYP2D6	0.812443296501302
LOC100131026	0.812463138767947
ZNF643	0.812520976864339
IQSEC1	0.812553484407567
ATP10B	0.812573326674212
OR5BN2P	0.812582614543706
SCG5	0.812594435468516
RPL3P10	0.812596546347946
CRY1	0.812608789448642
EEF1D	0.812621454725225
HILS1	0.812838875306553
OLFM1	0.81284563012073
VEGFA	0.812891225116426
SMYD2	0.812909800855413
C7ORF40	0.812917822197248
TMPRSS3	0.812956662378767
DCP1B	0.812975238117754
RERG	0.813007323485096
GJA9	0.813057140239652
LOC100288912	0.813058828943197
ARL5B	0.813118777919019
NKPD1	0.813132709723259
FPGT	0.813149174582816
LOC100287831	0.8131799934225
LOC390834	0.813195613930284
VEZF1	0.813211234438069
RAF1P1	0.813252607674904
GLB1	0.813402057938574
SLC4A1AP	0.813406279697435
AMOTL1	0.813529132880282
GUCY2G	0.813743598230408
ATP6V1G1	0.813761751793509
PCSK1	0.813790459753762
C8ORF74	0.813834788221799
TSHB	0.813844920443065
LOC677762	0.813932733027368
ZNF43	0.813935688258571
LOC284632	0.814042076581861
MARK1	0.814159863654076
LOC100288030	0.814172106754772
ACCSL	0.814189838141987
LOC729023	0.814206303001544
NPVF	0.814222767861101
CDC40	0.814228678323506
PWRN1	0.814237966192999
LOC100129174	0.814245987534835
CCDC122	0.814298337344708
KRT82	0.814333800119138
RPL36AP41	0.814388260808442
TGIF2P1	0.814399237381479
LOC389257	0.814418235296353
LOC729490	0.814432167100593
UBE2J1	0.814446943256606
CEP152	0.814455808950213
RB1	0.814490427372871
ACADL	0.814564308152934
WARS2	0.814604414862111
LOC402076	0.814707847954199
TRIM43	0.814721357582553
TAS2R19	0.814801148825021
SPATA2L	0.814919780249008
RASGRP2	0.814996194084387
CYB5A	0.815005059777995
CNTLN	0.815120313794893
LOC100128476	0.815158731800525
MMEL1	0.815178151891285
OGFR	0.815228390821727
TMEM48	0.815244855681284
RPL21P24	0.815255832254322
LOC100131060	0.815267653179132
KLK6	0.815308182064195
LOC442320	0.815314936878372
CELSR3	0.815328446506727
KLKBL4	0.815351244004575
CCDC125	0.815501116444131
LOC342784	0.815555577133434
PTP4A1	0.815555577133434
LOC392100	0.815570353289447
TRGV5P	0.815586395973118
ZBTB7A	0.815664076336155
C2ORF71	0.81572698054318
LOC441864	0.815738379292104
NT5C3L	0.815838857152989
LOC100288326	0.815838857152989
TOR3A	0.815848145022483
IKZF2	0.815875164279192
C9ORF163	0.815934268903242
LOC100131818	0.815938912837989
EIF3K	0.81597859737128
CALCR	0.815991684823748
VN2R9P	0.816043612457735
CALCOCO1	0.816065143427925
LOC390730	0.816079919583937
CLSTN3	0.816109894071848
PRC1	0.816112004951279
OR8F1P	0.816122981524317
FBXL4	0.816128469810836
LOC441897	0.816149156429253
LOC400027	0.816149156429253
SLC48A1	0.816222192857544
KRT81	0.816381353166594
ENHO	0.816406683719758
SP3	0.816439191262986
KLHL5	0.816453967418998
DNM2	0.816489008017542
MRPL11P2	0.8165236264402
SDSL	0.816578087129504
C11ORF54	0.816651123557794
LAMB3	0.816666744065579
C6ORF142	0.816713183413047
LOC442668	0.816716560820136
DHX8	0.81678706419311
LOC644016	0.816798462942034
LOC284661	0.816835192244122
MMP24	0.816989286442539
ZNF37A	0.817022216161653
LOC642487	0.817026015744628
LOC100287068	0.817058945463741
USP18	0.817149291103361
SYT9	0.817170399897665
N6AMT2	0.81721599489336
PKMYT1	0.817250613316018
HDAC2	0.817287764793993
ICK	0.817340536779752
LOC100128711	0.817374733026524
DOPEY1	0.817419061494562
LOC642635	0.817440592464751
LOC100287900	0.817488720515764
RPL5P27	0.817544025556839
LOC400347	0.817557535185194
RUNX1T1	0.817595953190826
LOC100286977	0.817628038558168
MPPED2	0.817711207207724
LOC100289116	0.81777622229418
LOC100288960	0.817843348260065
PNOC	0.817851369601901
DDX6	0.817965357091141
KIAA1383	0.818027839122279
CORIN	0.818045570509495
LOC100131347	0.818060768841393
RPL8P3	0.818084410691013
M6PR	0.818085677218672
LOC100130635	0.818209374753291
RAX	0.818287477292215
LOC391367	0.818296342985822
OR5M6P	0.818325895297847
RPSAP17	0.818377822931834
VCL	0.818412863530378
ANXA2	0.818432705797024
DGKI	0.818489277365758
THBS4	0.818518407501897
OR5AR1	0.818529806250821
IL17REL	0.818582156060694
TMEM63A	0.818608753141516
GNG10	0.818648015498921
MXD3	0.818747649008034
ACTBP9	0.81880295404911
KRT24	0.818803376224996
LOC100287288	0.818875568301515
NEK3	0.818931295518476
UBN1	0.818943960795058
CUTC	0.819032617731134
PTPRT	0.819052459997779
SPATA22	0.819142383461513
LBA1	0.819200643733791
LOC646797	0.819357270987524
NAGLU	0.8193792241336
TUBA4B	0.819410465149169
DNAJC10	0.81943410699879
SSR2	0.819449305330688
LOC649925	0.819463237134929
LOC100128737	0.819485190281005
ADAMTS19	0.81949321162284
CYR61	0.819567092402903
C3AR1	0.819597911242586
MST150	0.819600444297902
BSND	0.819608465639738
CTAGE1	0.819627041378725
OR51E1	0.819635484896447
C12ORF11	0.819731318822585
GABRB1	0.81978029122537
GALNT1	0.819811532240939
FLJ46906	0.820119298461887
KCNB2	0.820141251607962
SFTPC	0.820247639931253
TRAT1	0.820370915289986
SOCS5	0.820428331210492
MRGPRX3	0.820442685190619
WWOX	0.82049841240758
RABL3	0.820509811156504
RPS3AP50	0.820534719533783
TMEM117	0.820552028745112
LOC100287877	0.820582003233023
WDR49	0.8206221099422
APOBEC3D	0.820692191139288
THUMPD3	0.820707811647073
LOC100288642	0.820807867332072
OR5M5P	0.820818421729224
LOC100287313	0.820847129689477
SARNP	0.820967027641122
ANKRD9	0.821103390452324
EDC3	0.821149407623905
SARS2	0.821165450307576
SLC16A1	0.821205979192639
SARM1	0.821254951595424
OR6P1	0.821328832375487
NUTF2	0.821350785521562
PURG	0.821371894315866
C14ORF132	0.821384559592448
SSTR4	0.821396802693144
IL10	0.821406090562638
SLC31A2	0.821435220698777
SGCZ	0.821491792267511
FAM124B	0.821558073881624
ATP6V1A	0.821621400264535
ARPM1	0.821724833356623
IL17B	0.821735809929661
UTP15	0.821780138397699
TCF12	0.82178647103599
TLK2P1	0.821828266448711
ARHGEF11	0.821859929640167
OR52E6	0.821864573574914
LOC100133117	0.821883993665673
RCCD1	0.821946053520926
LOC253724	0.82194774222447
IQUB	0.821964629259913
MBOAT1	0.82197138407409
CCT4	0.822000936386115
R3HDML	0.822008535552065
LOC100286880	0.822120412161874
COL15A1	0.822127166976051
LOC100287438	0.822157563639848
PPM1E	0.822174028499405
WDR55	0.82218753812776
LOC100128588	0.822197670349025
RUFY3	0.822292237747506
SLITRK6	0.822424800975733
RYR1	0.822435777548771
UCHL5	0.822471662499087
LSS	0.822494882172821
HSPA14	0.822499103931682
EDIL3	0.822554831148643
FGFR1	0.822561585962821
C1GALT1	0.822574251239403
RAB11FIP4	0.822579739525922
CEP290	0.822658264240731
ATAD4	0.822671773869086
KRTAP17-1	0.822707658819402
TMEM50A	0.822761697332819
RPL11P2	0.822819113253325
SLC12A6	0.822953365185097
LOC100131080	0.822987139255983
HEATR6	0.823011625457375
MAPKAPK5	0.823012891985033
LOC145474	0.82302935684459
FABP5L1	0.823046666055919
RAB30	0.823115480725349
STX19	0.823117591604779
SPG21	0.823129834705475
MRPS21P2	0.823193583264272
CNOT6L	0.823203715485538
ZNF597	0.823268730571993
ZNF282	0.823360764915157
OR13C5	0.823394538986043
KLHDC4	0.823421136066866
LOC100133112	0.823429579584587
LOC388630	0.823430423936359
AUTS2	0.823474330228511
LOC100288790	0.823517392168891
USP22	0.823523724807182
LOC647175	0.823527946566042
LIPA	0.823540189666739
ATP5O	0.823582407255346
CCDC94	0.823593383828384
MRPS18A	0.823620403085093
UPB1	0.823623358316295
NHLRC3	0.823644044934713
RPL21P25	0.823670219839649
LOC284688	0.823793917374269
DEFA9P	0.823869486857876
WFDC3	0.823874975144395
GPR32P	0.823906216159964
LOC646839	0.823943367637939
DAD1	0.82396152120104
C6ORF224	0.823992762216609
SLC28A1	0.824078463921482
RPS6P17	0.824145167711482
CPNE1	0.824169653912874
LOC390614	0.824178941782368
JMJD6	0.824295462326924
FLJ23867	0.824324592463063
KCTD20	0.824386652318316
RABGEF1	0.824411138519708
TMEM65	0.824422537268632
RPL23AP31	0.824436046896986
MYBPHL	0.824440268655847
RBBP6	0.824544123923821
LOC389935	0.824553411793315
NPAS2	0.824573676235846
NOC3L	0.824596051557808
IMPDH1P8	0.824628559101036
MUC7	0.824700329001668
RALY	0.824714682981795
ATP11B	0.824732836544896
PCDHA3	0.824762388856921
RPS26P34	0.824782231123566
LOC100129403	0.824863711069578
DEFB114	0.824900018195781
NIPAL2	0.824998807353122
MMP27	0.825038914062299
OR13C7P	0.825043557997046
GALNT4	0.825045668876476
RPL6P16	0.825098863038121
SETDB2	0.825109417435273
STK24	0.825123349239513
BANK1	0.825184142567108
OR8D4	0.825236914552867
SRRM2	0.825359767735715
KIAA1303	0.825393963982486
DLAT	0.825396497037803
LOC728730	0.82540536273141
DBH	0.825449691199448
PTPLAD2	0.825450113375334
BATF2	0.825493175315714
C1QTNF7	0.825570855678751
DMKN	0.825575921789384
C4ORF10	0.825587320538308
AMZ2	0.825624049840396
TMEM182	0.825649802569447
LOC100130649	0.825713128952358
LOC644334	0.825732971219003
LOC100132647	0.825756613068623
RPS3AP44	0.825784476677104
HINT3	0.825886221065648
DLD	0.825947858745015
SLFN11	0.825960946197483
CEP350	0.825982054991787
CTNNB1	0.826009918600267
LOC391048	0.826014562535014
PEBP1	0.826078311093811
C6ORF108	0.826079999797356
FANCI	0.826109974285267
MYBPC3	0.82617414501995
RGS1	0.826199053397228
ZNF692	0.826260268900709
CYP4Z1	0.826334994032544
CRHBP	0.826348925836784
LOC100132168	0.826390721249506
TNFRSF25	0.826414363099126
TMEM91	0.826421540089189
QRICH1	0.826655003354187
LOC100130404	0.82665795858539
DDX46	0.826665135575453
APBA1	0.826727195430706
SLTM	0.826737749827858
NT5C3	0.826789255285959
FLG	0.826817963246212
LOC642846	0.826948837770894
LOC645433	0.826960236519818
LOC100131536	0.826978812258806
OR52E1	0.82708266752678
SCFD2	0.827150215668551
NR4A3	0.827163725296906
RPL23AP38	0.827257448343614
TPM5P	0.827283623248551
ZNF542	0.827327107364816
PHKG1P1	0.827369324953423
C11ORF85	0.827399299441335
OVCH1	0.827402254672537
LOC100287792	0.827409009486714
C1ORF112	0.827455448834182
LOC283698	0.827469380638423
LOC149501	0.827514131282347
ORC3L	0.827572813730511
LOC100287571	0.827602366042536
ELMOD3	0.827681735109118
UNC84B	0.827724374873611
GAS2L3	0.827866225971332
C6ORF147	0.827896200459243
TLCD1	0.827904221801078
LOC100131897	0.827965859480445
ZNF620	0.827996678320128
KIAA1432	0.828152461222089
OR8S1	0.828160060388039
C17ORF103	0.82817610307171
PRDM5	0.828220431539747
LOC100287423	0.828236052047532
C1ORF163	0.828237740751076
KRT2	0.828246184268798
CTSLL3	0.828266870887215
TRGC2	0.828287979681519
CAPN14	0.828302333661645
THAP3	0.828306977596392
GML	0.828326397687152
CPD	0.828336529908417
C11ORF75	0.828348773009113
SRGAP1	0.82836101610981
C11ORF34	0.828396056708354
RAD21	0.828443340407594
NCRNA00093	0.82854592914791
LOC100288173	0.828561127479808
TXNDC11	0.828577592339365
RCBTB2	0.82860292289253
LOC390306	0.828603767244302
PCDHA2	0.828629519973352
SPRR2C	0.828670893210187
ZNF260	0.828672581913732
ZNF483	0.828693268532149
LOC100287437	0.828727464778921
RPLP0P11	0.828805567317845
GPNMB	0.828810211252592
LOC100287999	0.828822032177402
LOC100124401	0.828887047263857
CRK	0.828908578234047
KIAA1024L	0.828910266937591
BPTF	0.829053806738856
RAX2	0.829065627663666
UNGP3	0.829084625578539
VIL1	0.829186369967083
RGPD4	0.829209167464931
LIX1L	0.829266161209551
CTAGE5	0.829296980049234
SLC6A6P	0.829306690094614
UBQLN3	0.829377615643474
ZNF28	0.829378459995246
LOC100287468	0.829395769206575
YEATS2	0.829451074247651
RALGPS2	0.829462050820689
INO80	0.829500891002208
DDX55	0.829535931600752
NXPH3	0.829547330349676
TRAV28	0.829603057566637
LOC100130882	0.829617411546764
C21ORF126	0.829621211129738
LOC646382	0.82973182121189
SIGLEC9	0.829758840468598
OR5M10	0.829831876896889
LRRIQ4	0.829833565600433
ROS1	0.829835676479864
SMAD6	0.830007924241382
RPL7AP64	0.830042964839926
SPATA8	0.83008222719733
ELP4	0.830095736825685
DLG2	0.830113046037014
C3ORF43	0.8301134682129
NCR2	0.830121067378849
ARL10	0.830228722229798
LYPLA1	0.83025320843119
PCDHB6	0.830273472873722
MAPK8IP1	0.830287826853848
MLH1	0.830401392167202
LDHAL1	0.83048118340967
HDAC3	0.830571529049289
LOC338667	0.830613746637897
PROSP	0.830672851261947
LOC729960	0.830747576393782
ZNF239	0.830755175559731
AGXT2L1	0.830767840836313
ZNF782	0.830827789812136
LOC100287086	0.830942199477262
TYRP1	0.830974284844603
RASAL3	0.831017768960869
STRA8	0.831037611227514
TUBB1	0.831090383213274
RPL17P3	0.831094604972134
LOC100287097	0.831119091173527
LRRC14	0.831119935525299
WAPAL	0.831148221309666
MINPP1	0.831184106259982
RAD17P1	0.831246588291121
LOC100287508	0.831347910503778
CDC20B	0.831379151519348
TRPA1	0.831461053641246
MARCH1	0.831506226461056
GRB14	0.831538311828397
LOC100130169	0.831591505990043
POFUT2	0.831623591357384
ZNF568	0.831640478392827
PSMA2	0.831644277975802
PIGP	0.831659054131814
DEFA5	0.831664542418333
OR2C3	0.831689872971498
C16ORF55	0.831784440369978
CALB1	0.831841434114598
RPS2P48	0.831920381005294
KLHDC2	0.83196808688042
RPS20P17	0.832026347152698
PTK2	0.832028035856242
NAV3	0.832048300298774
ABTB2	0.83205843252004
RNASE3	0.83206054339947
ZNF385C	0.832114581912887
LRRTM4	0.832178330471684
LOC646954	0.832189729220608
PNLIP	0.832248411668773
CHURC1	0.832259388241811
RPSAP42	0.832281763563772
PRAMEL	0.832307094116937
GSTM5	0.832341712539595
HOXA10	0.832416015495544
LHX4	0.832421503782063
C4ORF34	0.832446412159341
PTPN4	0.8325658879351
RPL29P13	0.832592907191808
FIZ1	0.832608105523707
AGAP5	0.832656655750606
LOC100187725	0.832751223149086
IQCG	0.832772754119276
AADACL2	0.832777398054023
KIFAP3	0.832802728607187
WDR69	0.832849167954655
KIAA1737	0.832862677583009
MALAT1	0.832891807719148
C20ORF70	0.83289265207092
CCDC74A	0.832976242896363
HERV-FRD	0.83306152242535
LOC100132780	0.833121471401172
SLC35B1	0.833131181446552
GIMAP3P	0.833173821211045
PDIA6	0.833187753015286
B3GNT6	0.833199996115982
MYL12A	0.833225326669146
LOC100131268	0.833248124166994
GATM	0.833283164765538
DMC1	0.833290341755602
ACMSD	0.833370132998069
USP25	0.833370555173955
SC5DL	0.833436414612183
CFD	0.833491719653259
LOC100125556	0.833557579091486
SLC35B2	0.833573199599271
C5ORF55	0.833677054867245
SERINC1	0.833805396336611
VN2R2P	0.833831993417434
LOC728606	0.833904185493952
PSMD12P	0.833963290118002
TBKBP1	0.833989465022939
C11ORF9	0.834023239093825
LOC100287305	0.834031682611546
RNU7-66P	0.834073055848381
KCTD4	0.834093320290913
BLM	0.834138070934837
LOC729941	0.834163401488001
C7ORF29	0.834201819493634
ZBTB42	0.834229260926229
UBFD1	0.834411218733126
TASP1	0.83446990118129
LOC100170229	0.834479189050784
TRPM8	0.834507052659265
PMS2	0.834550958951416
MAP2K7	0.834552225479075
CLK2	0.834572489921606
LOC645739	0.834614285334327
SRCAP	0.834618929269074
BRDT	0.834621884500277
TAS2R60	0.834638349359834
LOC100289266	0.834653547691732
KEAP1	0.834789066151162
SMARCE1	0.834893765770908
LOC100133116	0.834898831881541
LOC643064	0.834901364936857
RPS3AP28	0.834922051555275
PER2	0.834954136922616
MAN1C1	0.835016196777869
LOC100129140	0.835058414366477
LOC100131435	0.835061369597679
KAZALD1	0.835097676723881
LOC440514	0.83513440602597
FAM161A	0.835210397685463
MKRNP6	0.835250082218754
TRYX3	0.83525261527407
TMEM161B	0.835256837032931
IL21	0.835293988510905
SMAP2	0.835296099390336
PVRL3	0.835362381004449
KDM2B	0.835384756326411
GAN	0.835430351322107
FAM83H	0.835431617849765
ATG9B	0.835443016598689
OR7G2	0.835448504885208
LIPI	0.835626240933245
EHF	0.835720386155839
ACRBP	0.835765558975649
MYCBP	0.835766403327421
TBX10	0.835795111287674
ZAN	0.835857593318813
PCYT1A	0.835905721369826
TEKT3	0.835936962385395
FNDC8	0.8362278415709
TRNAR-CCU	0.836240929023368
C21ORF109	0.836487479740835
LOC100129413	0.836500145017417
ASSP8	0.836565160103872
IPO8	0.836583735842859
SLC35F2	0.836598089822986
LOC100286929	0.836633552597416
RPL34P22	0.836650439632859
C12ORF41	0.836788913323491
LOC389662	0.836790179851149
LOC150776	0.836821843042605
DNAI1	0.836858572344693
IFNE	0.83687292632482
CCDC88C	0.836903322988617
FBLN5	0.836923165255262
LOC645486	0.836936674883617
TNFRSF1A	0.837010977839566
SF3B4P	0.837020265709059
GABRA1	0.837023643116148
LOC654780	0.837050662372856
ZFP64	0.837132142318869
LOC100129205	0.837139319308932
GLE1	0.837265972074754
LOC387646	0.837305234432159
SYNJ2BP	0.837307345311589
DENND5A	0.837394735720006
FMO3	0.837409089700133
PMS2L12	0.837409089700133
OCM2	0.837430198494436
LOC132817	0.837442441595132
TMEM70	0.837444552474563
PSMD6	0.837466927796525
NAPG	0.837599068848866
LOC100287130	0.837782715359308
S100B	0.83778778146994
PRICKLE4	0.837859551370573
LOC724059	0.837916122939307
GDEP	0.83798029367399
COX7A1	0.838005624227154
LOC100287621	0.838018289503736
TMEM174	0.838018289503736
FAM117A	0.838071483665382
TRBV3-1	0.83809428116323
TMCC1	0.838126788706457
POLR1A	0.838235287909178
IGLVI-38	0.838296503412659
SWAP70	0.838313390448102
OSBP	0.838323522669367
ODC1	0.838335765770064
LOC100288849	0.838421467474937
LOC645453	0.838429066640886
UTP23	0.838443420621012
ATP6V1E2	0.838451864138734
RNASEH1P1	0.83855656375848
LOC648740	0.838603003105948
HMGN1	0.838646487222214
G6PC3	0.838683638700188
NMU	0.838708969253352
LOC121981	0.838752875545504
TNFRSF12A	0.838789604847592
LOC100131689	0.838838577250377
PDGFC	0.838966918719743
LOC401561	0.839054731304046
LOC100133073	0.839084283616072
LRRC63	0.839091882782021
LOC100288098	0.83911890203873
TBR1	0.839152253933729
PPIA	0.839161963979109
IFRD1	0.839169140969172
DGCR10	0.83918982758759
LOC441811	0.839236689110944
ZNF695	0.839240066518033
OR10R1P	0.839254420498159
CAMSAP1	0.839278484523665
PSKH2	0.839318169056956
C14ORF72	0.839367563635627
C1ORF68	0.83941020340012
LOC100129615	0.839448621405753
IQCK	0.839539389221259
ARHGEF2	0.839577807226891
LOC440973	0.839625513102017
MRP63P3	0.839677018560118
MTX1P	0.839678285087777
FAM46A	0.839688417309042
C10ORF85	0.839697705178536
CRISP3	0.839698127354422
XPR1	0.839700660409739
ZNF135	0.839742877998346
BRD9	0.839932012795307
SYNPO	0.840016870148407
LOC100287264	0.84003164630442
CDKN2AIPNL	0.840134235044736
PER4	0.840212337583659
STRAP	0.840249066885748
P4HB	0.840267220448849
HISPPD2A	0.840313237620431
LAP3	0.840323369841697
RPL27P3	0.840354610857266
C12ORF66	0.840466909642962
RAB1A	0.840497728482645
SUCLA2	0.840497728482645
OR5T2	0.840506172000366
TRAPPC2L	0.840587229770492
TMEM141	0.840708816425682
EPS8L3	0.840722326054036
NINL	0.840767921049732
FLJ38723	0.840868821086503
LOC100131250	0.840872620669478
CHST13	0.841019960053718
ADSL	0.841132258839413
LOC645626	0.84120571744359
LOC100288072	0.841253423318716
UBE2D3P	0.841330681505868
RPL23AP53	0.841337014144159
ASB1	0.841340391551247
RPL26P11	0.841416383210741
FNDC4	0.841511794960993
LOC100288677	0.841587786620486
NHEDC2	0.841624515922575
OGDHL	0.841640136430359
CASC4	0.841828004699662
CCDC63	0.841834759513839
PLEKHA4	0.841910751173332
CYP2C19	0.841936081726497
TCF3	0.841959723576117
S100P	0.842070333658268
STX11	0.842099041618521
EPS8L2	0.842139570503584
ZER1	0.842196564248204
RPL36AP43	0.842228649615546
EXOC1	0.842308018682127
COPS3	0.842345592335988
BCL2A1	0.842387387748709
COX15	0.842392453859342
SCYL3	0.842409763070671
SGSM3	0.842445225845101
MKI67	0.842446492372759
TMPRSS7	0.842484910378392
IGLV7-35	0.842489132137253
RSPO1	0.842495464775544
GPR52	0.842513196162759
GMPPA	0.842573145138581
FLJ41603	0.842676156054783
SATB2	0.842716684939846
CSNK1A1	0.842719640171049
FAM118B	0.842727661512884
LOC780814	0.842737371558264
SPTA1	0.842747081603644
PYCR2	0.843008408477123
LOC100130994	0.843019807226047
MAP3K3	0.843050203889844
ADCY5	0.843108041986236
SPINK5	0.843235961279716
FPR2	0.843310686411551
SORD2	0.843357547934906
SPOCK1	0.843363880573197
TMEFF1	0.843374012794462
EI24	0.843389633302247
ARHGAP11A	0.843401876402943
LGALS2	0.843445782695095
ANKIB1	0.843447893574525
UNC50	0.84350868690212
CD37	0.843524729585791
LOC100130402	0.843576235043892
PHF1	0.843578345923322
SUMO3	0.843621407863701
KRT75	0.843791122569903
KIAA0913	0.843797455208194
LOC100289618	0.843816875298953
C14ORF133	0.843835873213827
LOC728758	0.843905110059143
CLPX	0.843988278708699
LOC100289130	0.844017408844838
LOC442272	0.844021208427813
FLJ10357	0.844060892961104
UBQLN4	0.84410859883623
C21ORF82	0.844131818509964
LOC100287660	0.844144483786546
RPL26P3	0.844178257857432
TRMT61B	0.844181635264521
MTMR12	0.844183323968065
DEFB128	0.844197255772305
MTA3	0.844214564983634
FANCE	0.84421498715952
LOC100287536	0.844322642010469
LOC388882	0.844341639925342
REPIN1	0.84436443742319
LOC100131441	0.844377524875659
MIR146A	0.844460271349329
GNPAT	0.844508399400341
MGAT4A	0.84460212244705
LOC440518	0.844678958458315
INMT	0.844726664333441
LOC100131236	0.844780280670973
LRRCC1	0.844783658078061
DOCK4	0.844796745530529
ZMYND19	0.844804766872365
LY96	0.844828830897871
PCDHA@	0.844838963119137
PCDHA1	0.844838963119137
KLHL18	0.84486007191344
LOC100288644	0.844901867326162
RSRC1	0.844920020889263
STK38	0.844930153110529
ITSN2	0.845080025550085
SNHG4	0.845080025550085
GSTA5	0.845093113002553
COMMD1	0.845100289992616
YLPM1	0.845194435215211
NARS2	0.845196546094641
NARG1	0.845220610120147
SLC9A3P3	0.84523538627616
LGI3	0.845276337337109
ZNF498	0.845372593439133
UBN2	0.845417766258943
MRPL2	0.845484047873057
C1ORF101	0.84549333574255
ZNF512B	0.84552668763755
LOC644667	0.845545685552423
OR4C6	0.84559550230698
CDK7	0.845608589759448
KRT8P22	0.845646585589195
TBC1D20	0.845647852116853
ZNF600	0.845685003594828
LOC100286915	0.845687536650144
CXCL17	0.845698513223182
LOC643923	0.845780837520966
GLI2	0.845827276868434
TMEM101	0.845908756814447
MAN2C1	0.845950974403054
PACSIN1	0.846020633424256
PTGFR	0.846142220079445
FLJ45244	0.846172194567356
SLC30A7	0.846241431412672
SOX15	0.846245653171533
PCDHB4	0.846249452754508
LOC643201	0.846257474096343
CENPM	0.84631151260976
LOC284805	0.846322067006912
LYRM4	0.846452097179823
LOC100129507	0.846487559954253
LOC100128317	0.846503602637924
LOC643180	0.846696959193745
LOC100288060	0.846927467227541
ZNF799	0.847028367264313
ZNF426	0.847028789440199
CCL13	0.84703512207849
RPL17P24	0.847115335496844
EN2	0.847146576512413
MYH8	0.847161352668426
SNCA	0.847165574427287
RPL13A	0.847212435950641
MAD2L2	0.847239033031464
LOC93622	0.847244521317982
TUBAP	0.847363574917855
MGP	0.847375818018551
FBXO3	0.847418879958931
ZDHHC5	0.847457297964563
RPL32P7	0.847500359904943
LOC645586	0.847524001754563
ZNF732	0.847572129805575
IQCF3	0.847594927303423
ITGB8	0.847618991328929
HABP4	0.847641366650891
ZRF1PS	0.847661208917537
COL1A2	0.847699204747283
CORO6	0.847803482191144
C1ORF74	0.847858365056333
TRA@	0.847882429081839
SPATA3	0.847901426996712
EPB49	0.84792211361513
LOC100129354	0.848008659671775
SCYE1	0.848032301521395
GK5	0.848043700270319
WDR31	0.84815219947304
LOC100288344	0.848189773126901
LOC100130599	0.848209615393546
LOC100133669	0.848229035484305
LOC100127961	0.848252255158039
LOC646597	0.84830376061614
TMEM159	0.848326980289874
TMTC2	0.848337534687026
TMEM106B	0.848348089084178
LOC100288772	0.848477274905316
LOC645195	0.848481496664177
ATRIP	0.848508938096772
LOC100289611	0.848527513835759
LOC100289514	0.848611526837088
BMP2	0.848628413872531
CRB3	0.848691740255442
PDS5A	0.84870271682848
ZBTB26	0.848739446130568
OR4A43P	0.848789685061011
MOBP	0.848892273801327
LOC391811	0.848924781344554
GLUDP3	0.848937446621136
RAB32	0.849004572587022
CLEC2D	0.849077609015313
FLJ23172	0.849200884374046
SLC23A1	0.849211860947084
CCDC72	0.849262522053413
LOC729977	0.849265055108729
MINA	0.849307694873223
NOVA2	0.849308117049109
LOC645314	0.849315716215058
C19ORF55	0.849354978572463
CLEC14A	0.849368488200817
LGI1	0.849380309125627
EREG	0.849460100368095
